YEAR,Month,Day,Hour,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_PAR_TOT,T2M,T2MDEW,RH2M,PRECTOTCORR,WS2M,WD2M,PS,WSC
2024,4,24,0,0,0,0,2.57,0.7,87.27,2.77,1.76,219,98.8,2.93
2024,4,24,1,0,0,0,2.46,0.92,89.4,4.83,1.93,220,98.71,2.97
2024,4,24,2,0,0,0,2.39,1.2,91.73,6.38,2.05,224.6,98.64,2.87
2024,4,24,3,0,0,0,2.16,1.33,94.3,6.45,2.18,231.5,98.57,2.75
2024,4,24,4,0,0,0,2.01,1.43,95.93,4.99,2.2,241.5,98.52,2.61
2024,4,24,5,0.06,0.07,0.03,1.82,1.4,96.98,3.08,2.16,246.9,98.49,2.68
2024,4,24,6,0.33,0.28,0.15,2.48,1.74,94.87,1.62,2.97,250.3,98.47,2.78
2024,4,24,7,0.64,0.51,0.29,3.42,1.85,89.34,1.25,3.44,254.8,98.45,2.99
2024,4,24,8,0.94,0.67,0.43,4.64,1.45,79.75,1.79,3.72,253.9,98.42,3.09
2024,4,24,9,1.21,0.77,0.56,5.48,0.79,71.7,2.45,3.82,247.5,98.39,3.11
2024,4,24,10,1.51,1.04,0.71,5.95,0.34,67.19,1.73,3.86,242.5,98.36,3.13
2024,4,24,11,1.54,0.98,0.73,6.54,0.54,65.46,2.16,3.8,240.5,98.33,3.07
2024,4,24,12,1.89,1.16,0.87,6.99,1.1,66.11,3.87,3.62,239.3,98.29,2.93
2024,4,24,13,1.71,0.61,0.77,7.24,1.64,67.57,4.97,3.41,237.3,98.24,2.77
2024,4,24,14,1.43,0.93,0.66,7.15,2.06,69.97,5.55,3.25,235.1,98.2,2.69
2024,4,24,15,1.1,0.71,0.51,6.77,2.47,74.03,5.56,3.09,232.4,98.17,2.63
2024,4,24,16,0.71,0.47,0.32,6.27,2.9,78.91,5.1,2.92,227.2,98.15,2.55
2024,4,24,17,0.43,0.31,0.19,5.71,3.3,84.41,4.79,2.56,219.5,98.13,2.34
2024,4,24,18,0.15,0.12,0.07,4.98,3.62,90.77,5.68,1.95,210.5,98.11,2.17
2024,4,24,19,0.01,0.02,0,4.16,3.44,95,7.42,1.54,209.2,98.12,2.18
2024,4,24,20,0,0,0,3.88,3.29,95.94,5.47,1.53,217,98.14,2.13
2024,4,24,21,0,0,0,3.7,3.21,96.58,3.94,1.51,230.4,98.14,2.05
2024,4,24,22,0,0,0,3.56,3.17,97.13,3.03,1.48,246.5,98.13,1.99
2024,4,24,23,0,0,0,3.44,3.1,97.54,2.9,1.52,255.9,98.12,2.06
2024,4,25,0,0,0,0,3.33,2.99,97.48,3.19,1.88,262.6,98.1,2.33
2024,4,25,1,0,0,0,3.22,2.87,97.41,2.81,2.33,265.6,98.09,2.52
2024,4,25,2,0,0,0,3.03,2.7,97.49,3.27,2.62,265.4,98.08,2.63
2024,4,25,3,0,0,0,2.88,2.55,97.49,3.93,2.85,264.6,98.09,2.74
2024,4,25,4,0,0,0,2.78,2.45,97.57,4.13,2.98,265.2,98.1,2.83
2024,4,25,5,0.06,0.06,0.03,2.74,2.39,97.45,4.12,3.16,268,98.13,2.97
2024,4,25,6,0.31,0.26,0.14,2.87,2.46,97,3.36,3.19,265.9,98.16,2.94
2024,4,25,7,0.55,0.47,0.26,3.18,2.68,96.36,2.97,3.37,264,98.2,3.01
2024,4,25,8,0.8,0.65,0.38,3.73,2.97,94.69,4.21,3.66,266.1,98.23,3.26
2024,4,25,9,1.12,0.94,0.54,4.89,3.15,88.39,6.47,3.93,269.7,98.25,3.38
2024,4,25,10,1.46,1.16,0.69,6.04,2.97,80.6,7.98,4.04,270.3,98.25,3.39
2024,4,25,11,1.64,1.09,0.77,6.68,2.73,75.83,7.84,4.03,269.9,98.24,3.4
2024,4,25,12,1.85,1.03,0.86,7.1,2.64,73.2,6.73,3.98,268.6,98.24,3.37
2024,4,25,13,1.68,1.14,0.78,7.41,2.55,71.2,5.62,3.91,266.8,98.23,3.31
2024,4,25,14,1.5,1.04,0.7,7.39,2.46,70.85,3.79,3.74,265.4,98.24,3.22
2024,4,25,15,1.06,0.85,0.51,6.96,2.46,72.97,2.69,3.29,263.5,98.25,2.94
2024,4,25,16,0.8,0.66,0.37,6.51,2.87,77.37,1.82,2.47,257.1,98.25,2.3
2024,4,25,17,0.46,0.39,0.22,6.19,3.73,84.08,1.15,1.48,240.8,98.25,1.67
2024,4,25,18,0.19,0.16,0.08,5.42,4.21,91.67,0.52,0.87,212.8,98.26,1.68
2024,4,25,19,0.02,0.02,0.01,4.43,3.45,93.19,0.24,1.04,196.7,98.28,2.23
2024,4,25,20,0,0,0,4.17,3.13,92.81,0.14,1.42,191,98.29,2.77
2024,4,25,21,0,0,0,3.97,2.92,92.77,0.07,1.73,190,98.29,3.08
2024,4,25,22,0,0,0,3.64,2.69,93.35,0.03,1.92,189.3,98.27,3.23
2024,4,25,23,0,0,0,3.41,2.53,93.85,0.01,2.12,187.9,98.25,3.31
2024,4,26,0,0,0,0,3.29,2.4,93.82,0.01,2.37,186.8,98.23,3.38
2024,4,26,1,0,0,0,3.23,2.31,93.6,0.02,2.61,186.2,98.22,3.44
2024,4,26,2,0,0,0,3.15,2.15,93.09,0.05,2.81,186.1,98.21,3.49
2024,4,26,3,0,0,0,2.98,1.9,92.56,0.05,2.89,186.6,98.2,3.52
2024,4,26,4,0,0,0,2.87,1.63,91.41,0.05,2.98,186.2,98.21,3.56
2024,4,26,5,0.07,0.07,0.03,2.92,1.42,89.83,0.06,3.15,185.3,98.2,3.58
2024,4,26,6,0.35,0.3,0.15,3.66,1.59,86.25,0.08,3.52,183.7,98.22,3.37
2024,4,26,7,0.64,0.47,0.28,5.09,2.21,81.43,0.09,3.66,181.4,98.23,3.08
2024,4,26,8,1,0.57,0.44,7.34,2.54,71.56,0.07,4.25,190.2,98.25,3.77
2024,4,26,9,1.33,0.75,0.59,9.57,2.52,61.38,0.07,4.75,201.4,98.26,4.18
2024,4,26,10,1.45,0.84,0.65,11.11,2.81,56.57,0.11,4.8,207.5,98.26,4.17
2024,4,26,11,1.49,0.87,0.69,11.98,3.12,54.53,0.2,4.74,210.4,98.27,4.09
2024,4,26,12,1.63,0.92,0.77,12.49,3.52,54.25,0.44,4.61,213,98.27,3.98
2024,4,26,13,1.14,0.89,0.58,12.79,4.16,55.64,0.83,4.42,216.8,98.28,3.83
2024,4,26,14,1.16,0.76,0.57,12.78,4.84,58.44,1.11,4.19,221.5,98.29,3.66
2024,4,26,15,0.79,0.53,0.39,12.51,5.44,61.98,0.94,3.74,226.6,98.3,3.36
2024,4,26,16,0.46,0.37,0.24,12.06,6.01,66.43,0.63,3.04,231.3,98.32,2.85
2024,4,26,17,0.3,0.25,0.15,11.6,6.98,73.1,0.38,2.07,233.9,98.36,2.17
2024,4,26,18,0.14,0.12,0.07,10.2,8.18,87.2,0.34,0.85,233.1,98.4,1.68
2024,4,26,19,0.02,0.02,0.01,8.37,6.53,88.14,0.06,0.86,229.3,98.46,1.53
2024,4,26,20,0,0,0,7.83,6.05,88.39,0.06,0.88,216.2,98.52,1.51
2024,4,26,21,0,0,0,7.36,5.95,90.54,0.13,0.91,202.6,98.57,1.68
2024,4,26,22,0,0,0,6.78,5.79,93.28,0.01,0.96,196.4,98.59,1.89
2024,4,26,23,0,0,0,6.07,5.54,96.3,0,0.99,195.2,98.6,2.04
2024,4,27,0,0,0,0,5.27,5.26,99.86,0,1.03,192.3,98.6,2.21
2024,4,27,1,0,0,0,4.56,5,100,0,1.1,188.9,98.6,2.45
2024,4,27,2,0,0,0,4,4.78,100,0,1.22,186.1,98.62,2.69
2024,4,27,3,0,0,0,3.6,4.6,100,0,1.3,184.4,98.63,2.87
2024,4,27,4,0,0,0,3.3,4.44,100,0,1.35,182.5,98.66,2.94
2024,4,27,5,0.11,0.1,0.04,3.89,4.54,100,0,1.45,178.8,98.68,2.97
2024,4,27,6,0.5,0.3,0.21,6.68,5.48,91.95,0,2.48,174,98.71,2.6
2024,4,27,7,1.02,0.44,0.43,8.81,6.57,85.65,0,2.66,165.2,98.73,2.07
2024,4,27,8,1.59,0.55,0.69,11.83,7.29,73.64,0,3.18,166.5,98.75,2.7
2024,4,27,9,2.08,0.61,0.91,13.95,7.51,64.99,0.05,3.63,172.6,98.76,3.06
2024,4,27,10,2.38,0.77,1.05,15.39,7.81,60.48,0.42,3.8,177.1,98.75,3.2
2024,4,27,11,2.48,0.93,1.1,16.37,8.13,58.06,0.56,3.88,179.6,98.73,3.29
2024,4,27,12,2.64,0.89,1.19,16.88,8.34,57.01,0.45,3.86,180.1,98.71,3.34
2024,4,27,13,2.21,1.23,1.02,17.13,8.57,56.99,0.25,3.72,179.7,98.7,3.34
2024,4,27,14,1.88,1.18,0.87,17.52,8.87,56.7,0.34,3.66,180,98.7,3.34
2024,4,27,15,1.39,1.13,0.66,17.64,9.1,57.21,0.25,3.43,182.2,98.7,3.25
2024,4,27,16,0.99,0.69,0.46,17.34,9.74,60.86,0.08,2.7,183,98.71,2.89
2024,4,27,17,0.6,0.42,0.27,16.57,11.55,72.24,0.01,1.57,176,98.72,2.39
2024,4,27,18,0.27,0.19,0.12,14.44,11.55,82.72,0,1.03,161.4,98.72,2.3
2024,4,27,19,0.02,0.03,0.01,12.32,9.32,81.83,0,1.19,147.4,98.73,2.52
2024,4,27,20,0,0,0,11.63,8.69,81.99,0,1.34,139.5,98.76,2.96
2024,4,27,21,0,0,0,11.19,8.19,81.7,0,1.55,139.7,98.77,3.43
2024,4,27,22,0,0,0,10.31,7.36,81.85,0,1.78,145.3,98.76,3.81
2024,4,27,23,0,0,0,9.52,6.8,83,0,2,152.3,98.77,4.09
2024,4,28,0,0,0,0,8.95,6.37,83.78,0,2.19,156.8,98.77,4.22
2024,4,28,1,0,0,0,8.59,6.01,83.71,0,2.33,158.6,98.76,4.27
2024,4,28,2,0,0,0,8.43,5.74,83.06,0,2.36,158.6,98.76,4.2
2024,4,28,3,0,0,0,8.29,5.55,82.69,0,2.26,157.6,98.75,4.06
2024,4,28,4,0,0,0,8.28,5.54,82.74,0,2.17,157.5,98.74,3.93
2024,4,28,5,0.11,0.11,0.05,8.59,5.81,82.57,0,2.22,158.9,98.74,3.8
2024,4,28,6,0.49,0.4,0.21,9.77,6.46,79.63,0.01,2.6,160.5,98.73,3.32
2024,4,28,7,0.92,0.7,0.41,11.39,7.45,76.63,0.01,2.79,160.3,98.74,2.45
2024,4,28,8,1.36,0.83,0.61,13.81,9.43,74.85,0,2.55,157.7,98.76,1.96
2024,4,28,9,1.81,0.8,0.82,16.86,10.25,64.91,0,2.93,166.6,98.79,2.43
2024,4,28,10,2.01,0.96,0.92,18.47,10.4,59.26,0.02,3.35,186.5,98.83,2.9
2024,4,28,11,1.9,1.11,0.88,18.73,10.68,59.42,0.03,3.41,206.5,98.88,3.02
2024,4,28,12,2.19,1.3,1.03,18.44,11.06,62.1,0.01,3.13,221.2,98.92,2.81
2024,4,28,13,1.78,1.03,0.86,18.69,11.39,62.39,0,3.01,221.6,98.95,2.66
2024,4,28,14,1.4,1.16,0.69,19.04,11.62,61.99,0.02,3.33,212.1,98.98,2.97
2024,4,28,15,1.2,0.94,0.59,18.92,11.77,63.06,0.05,3.62,206.6,99.02,3.37
2024,4,28,16,0.76,0.63,0.38,18.21,12.2,67.82,0.11,3.33,205.3,99.05,3.44
2024,4,28,17,0.42,0.35,0.21,17.05,12.8,76.01,0.07,2.75,208.4,99.09,3.47
2024,4,28,18,0.18,0.16,0.09,15.5,12.63,82.88,0.02,2.39,215.8,99.15,3.58
2024,4,28,19,0.02,0.02,0.01,13.8,11.83,87.77,0.01,2.18,225.2,99.23,3.66
2024,4,28,20,0,0,0,12.77,11.21,90.12,0.01,2.16,233.1,99.33,3.63
2024,4,28,21,0,0,0,12.12,10.68,90.77,0.02,2.12,238.5,99.41,3.47
2024,4,28,22,0,0,0,11.55,10.14,90.95,0.07,2.08,240,99.49,3.33
2024,4,28,23,0,0,0,10.98,9.65,91.39,0.05,1.92,241.4,99.57,3.19
2024,4,29,0,0,0,0,10.33,9.24,92.82,0.01,1.58,246.2,99.61,2.94
2024,4,29,1,0,0,0,9.65,8.85,94.66,0,1.29,251.4,99.65,2.64
2024,4,29,2,0,0,0,9,8.49,96.46,0,1.03,251.9,99.69,2.27
2024,4,29,3,0,0,0,8.43,8.15,97.86,0,0.85,244.3,99.75,1.87
2024,4,29,4,0,0,0,8.11,7.9,98.44,0,0.8,233.1,99.79,1.49
2024,4,29,5,0.11,0.11,0.05,8.63,7.89,94.93,0,0.74,223.4,99.85,1.19
2024,4,29,6,0.45,0.36,0.2,10.59,9.04,89.98,0,0.79,195.4,99.89,0.99
2024,4,29,7,0.93,0.7,0.42,12.65,8.54,75.95,0,1.34,151.5,99.94,1.07
2024,4,29,8,1.5,0.93,0.68,14.55,8.43,66.66,0,1.91,148.5,99.99,1.46
2024,4,29,9,1.96,1.16,0.89,15.92,8.52,61.31,0,1.99,156.9,100.01,1.49
2024,4,29,10,2.15,1.55,0.99,17.05,8.75,57.96,0,2,160.4,100,1.49
2024,4,29,11,2.37,1.2,1.09,18.05,9.08,55.64,0,1.92,168.3,100,1.45
2024,4,29,12,2.54,1.17,1.15,18.76,9.39,54.39,0,1.83,175,99.99,1.4
2024,4,29,13,2.38,1.02,1.09,19.13,9.73,54.29,0.03,1.73,177.4,99.98,1.34
2024,4,29,14,2.11,0.95,0.96,19.26,10.08,55.13,0.04,1.68,168.7,99.96,1.3
2024,4,29,15,1.76,0.76,0.8,19.01,10.4,57.28,0.01,1.73,153.1,99.94,1.38
2024,4,29,16,1.28,0.67,0.58,18.6,11.13,61.65,0.01,1.71,135.5,99.91,1.56
2024,4,29,17,0.75,0.42,0.34,18.08,12.16,68.26,0,1.63,121.9,99.87,1.83
2024,4,29,18,0.31,0.24,0.13,16.48,13.44,82.13,0,1.07,112,99.87,2.08
2024,4,29,19,0.03,0.04,0.01,13.75,11.79,87.73,0,1.09,103.8,99.89,2.48
2024,4,29,20,0,0,0,12.68,11.08,89.78,0,1.23,100.8,99.93,2.82
2024,4,29,21,0,0,0,12.37,11.05,91.53,0,1.35,99.4,99.94,3.02
2024,4,29,22,0,0,0,12.01,11,93.37,0,1.43,100.4,99.92,3.1
2024,4,29,23,0,0,0,11.53,10.91,95.77,0,1.46,101.8,99.89,3.04
2024,4,30,0,0,0,0,11.08,10.84,98.27,0.01,1.41,101.9,99.86,2.87
2024,4,30,1,0,0,0,10.64,10.71,100,0.03,1.34,101.6,99.82,2.69
2024,4,30,2,0,0,0,10.05,10.46,100,0.08,1.22,101.3,99.79,2.52
2024,4,30,3,0,0,0,9.55,10.17,100,0.08,1.12,100.3,99.75,2.39
2024,4,30,4,0,0,0,9.21,9.84,100,0.15,1.05,96.6,99.72,2.26
2024,4,30,5,0.12,0.12,0.05,9.6,9.6,99.81,0.18,1.25,91.8,99.69,2.11
2024,4,30,6,0.45,0.35,0.2,10.95,9.92,93.24,0.09,1.99,89.1,99.67,1.72
2024,4,30,7,0.85,0.58,0.37,12.48,10.81,89.51,0.02,1.93,81.7,99.65,1.47
2024,4,30,8,1.3,0.65,0.58,14.47,12.03,85.22,0.03,2.22,79.6,99.61,1.68
2024,4,30,9,1.82,0.89,0.82,16.51,13.16,80.47,0,2.33,78.6,99.57,1.73
2024,4,30,10,2.27,0.86,1.02,18.9,14.08,73.45,0.03,2.45,83,99.53,1.84
2024,4,30,11,2.49,0.86,1.12,20.9,14.71,67.59,0.11,2.52,90.7,99.47,1.92
2024,4,30,12,2.79,0.61,1.27,22.43,15.06,63.03,0.17,2.55,101.8,99.4,1.99
2024,4,30,13,2.59,0.71,1.18,23.42,15.29,60.19,0.15,2.51,112.8,99.33,2
2024,4,30,14,2.33,0.57,1.06,23.96,15.44,58.86,0.12,2.35,121.8,99.26,1.95
2024,4,30,15,1.95,0.44,0.89,24.17,15.52,58.4,0.12,2.13,128.9,99.21,1.86
2024,4,30,16,1.41,0.46,0.64,23.95,15.89,60.64,0.07,1.74,134.1,99.18,1.76
2024,4,30,17,0.84,0.4,0.38,23.39,15.86,62.66,0.04,1.41,137.6,99.17,1.68
2024,4,30,18,0.34,0.22,0.15,21.46,16.92,75.43,0.01,0.82,130.1,99.16,1.36
2024,4,30,19,0.04,0.05,0.01,19.8,13.49,66.87,0,1.08,102.2,99.15,1.35
2024,4,30,20,0,0,0,17.73,12.82,72.84,0,1.23,87.7,99.14,1.85
2024,4,30,21,0,0,0,16.1,12.72,80.32,0,1.21,89.1,99.1,2.34
2024,4,30,22,0,0,0,15.22,12.61,84.31,0,1.21,99.1,99.07,2.61
2024,4,30,23,0,0,0,14.6,12.52,87.14,0,1.23,114.1,99.03,2.77
2024,5,1,0,0,0,0,14.09,12.32,88.95,0,1.29,127.8,98.99,2.94
2024,5,1,1,0,0,0,13.58,11.97,89.89,0,1.34,137.4,98.94,3.04
2024,5,1,2,0,0,0,13.05,11.5,90.18,0,1.34,143.2,98.89,3.01
2024,5,1,3,0,0,0,12.53,11,90.23,0,1.26,145.3,98.84,2.83
2024,5,1,4,0,0,0,11.95,10.53,90.9,0,1.2,140.7,98.82,2.61
2024,5,1,5,0.15,0.14,0.06,12.11,10.73,91.16,0,1.2,131.3,98.8,2.55
2024,5,1,6,0.56,0.33,0.24,14.09,11.85,86.23,0,1.96,120.4,98.78,2.37
2024,5,1,7,1.1,0.49,0.48,15.45,12.22,80.95,0,2.44,106.4,98.77,1.93
2024,5,1,8,1.7,0.51,0.75,17.45,12.83,74.33,0,2.8,97.8,98.75,2.21
2024,5,1,9,2.2,0.49,0.98,19.26,12.71,65.7,0,3.28,97.9,98.73,2.66
2024,5,1,10,2.56,0.54,1.14,20.59,12.88,61.19,0,3.49,99.7,98.69,2.82
2024,5,1,11,2.77,0.52,1.23,21.81,13.4,58.72,0,3.63,101.9,98.64,2.97
2024,5,1,12,2.94,0.36,1.32,22.81,13.95,57.25,0,3.82,104.1,98.58,3.2
2024,5,1,13,2.8,0.41,1.26,23.45,14.37,56.67,0,4.04,106.1,98.52,3.51
2024,5,1,14,2.46,0.46,1.11,23.66,14.6,56.78,0,4.25,108,98.47,3.86
2024,5,1,15,1.91,0.76,0.87,23.4,14.76,58.2,0,4.29,109.1,98.43,4.13
2024,5,1,16,1.38,0.65,0.63,22.64,15.08,62.28,0,4.01,108.5,98.4,4.16
2024,5,1,17,0.83,0.47,0.37,21.37,15.63,69.67,0,3.47,105.4,98.37,4.02
2024,5,1,18,0.35,0.25,0.15,19.56,15.71,78.37,0,2.85,102.6,98.35,3.93
2024,5,1,19,0.04,0.05,0.02,17.73,14.93,83.57,0,2.72,102.3,98.35,4.31
2024,5,1,20,0,0,0,16.92,13.99,82.8,0,3.24,106.3,98.36,4.6
2024,5,1,21,0,0,0,16,13.37,84.27,0,3.18,109.1,98.36,4.39
2024,5,1,22,0,0,0,14.98,12.93,87.39,0,2.91,108.4,98.35,4.06
2024,5,1,23,0,0,0,13.97,12.58,91.2,0,2.54,106.7,98.31,3.74
2024,5,2,0,0,0,0,13.18,12.22,93.81,0.01,2.36,104.2,98.28,3.58
2024,5,2,1,0,0,0,12.56,11.84,95.28,0.06,2.31,101.2,98.22,3.43
2024,5,2,2,0,0,0,11.88,11.51,97.34,0.12,2.34,99.1,98.16,3.32
2024,5,2,3,0,0,0,11.25,11.2,99.57,0.16,2.38,99.2,98.12,3.27
2024,5,2,4,0,0,0,10.75,10.89,100,0.28,2.36,100,98.1,3.22
2024,5,2,5,0.15,0.14,0.06,11.07,10.72,97.41,0.25,2.74,102.2,98.08,3.13
2024,5,2,6,0.56,0.35,0.24,12.27,11.11,92.48,0.04,3.21,105,98.06,2.78
2024,5,2,7,1.08,0.5,0.47,14.34,11.96,85.55,0,3.7,115.1,98.04,3.18
2024,5,2,8,1.64,0.59,0.73,16.72,12.81,77.6,0,4.04,122,98.03,3.42
2024,5,2,9,2.13,0.61,0.95,18.84,13.32,70.1,0,4.23,122,98.01,3.61
2024,5,2,10,2.47,0.7,1.11,20.4,13.61,64.91,0,4.56,118.5,97.99,3.95
2024,5,2,11,2.68,0.69,1.21,21.51,13.86,61.64,0,4.9,116.1,97.97,4.31
2024,5,2,12,2.88,0.46,1.31,22.21,14,59.63,0.04,5.08,114.5,97.94,4.55
2024,5,2,13,2.5,0.5,1.15,22.65,14.13,58.55,0.09,5.18,112.8,97.92,4.72
2024,5,2,14,2.17,0.85,1.01,22.83,14.24,58.29,0.24,5.19,111.2,97.89,4.82
2024,5,2,15,1.59,0.94,0.75,22.6,14.32,59.44,0.61,5.01,110.1,97.87,4.78
2024,5,2,16,1.17,0.73,0.55,21.92,14.62,63.12,1.3,4.48,109,97.86,4.47
2024,5,2,17,0.7,0.45,0.32,20.81,15.19,70.09,1.81,3.75,107.4,97.86,4.15
2024,5,2,18,0.31,0.24,0.14,19.25,15.26,77.63,2.03,3.16,106.9,97.87,4.12
2024,5,2,19,0.04,0.05,0.02,17.4,14.72,84.09,1.66,2.73,108.4,97.9,4.22
2024,5,2,20,0,0,0,16.21,14.18,87.59,0.77,2.67,110.6,97.93,4.15
2024,5,2,21,0,0,0,15.27,13.78,90.7,0.41,2.41,111.1,97.94,3.85
2024,5,2,22,0,0,0,14.43,13.39,93.3,0.32,2.14,111.4,97.95,3.62
2024,5,2,23,0,0,0,13.63,13.01,95.9,0.06,1.83,112.8,97.97,3.34
2024,5,3,0,0,0,0,12.87,12.69,98.69,0.03,1.57,112.1,97.97,3.1
2024,5,3,1,0,0,0,12.34,12.46,100,0.12,1.51,112.6,97.97,2.97
2024,5,3,2,0,0,0,11.82,12.24,100,0.24,1.51,120.6,98,2.87
2024,5,3,3,0,0,0,11.33,11.89,100,0.37,1.49,139.9,98.06,2.77
2024,5,3,4,0,0,0,10.88,11.43,100,0.23,1.51,163.8,98.13,2.81
2024,5,3,5,0.15,0.13,0.06,11.55,11.25,98.03,0.2,2.05,177.5,98.2,2.88
2024,5,3,6,0.5,0.36,0.22,12.87,11.57,91.71,0.36,2.9,187.1,98.25,2.68
2024,5,3,7,0.91,0.51,0.4,14.28,11.93,85.85,0.81,3.37,201,98.33,2.96
2024,5,3,8,1.37,0.65,0.61,15.6,12.3,80.77,1.38,3.8,209,98.42,3.25
2024,5,3,9,1.45,0.79,0.66,16.12,12.21,77.77,1.59,4.28,214.2,98.51,3.62
2024,5,3,10,1.51,0.94,0.71,16.09,11.68,75.16,0.8,4.57,219.9,98.6,3.83
2024,5,3,11,1.68,1.07,0.79,16.36,11.13,71.15,0.33,4.54,225.5,98.68,3.74
2024,5,3,12,1.64,1.14,0.8,17.03,10.94,67.26,0.22,4.39,229.3,98.74,3.59
2024,5,3,13,1.43,0.67,0.7,17.45,10.85,65.13,0.21,4.17,232.5,98.79,3.42
2024,5,3,14,1.27,0.94,0.64,17.19,10.66,65.37,0.25,4.02,239.4,98.84,3.34
2024,5,3,15,1.04,0.8,0.52,16.28,10.42,68.12,0.28,3.89,249,98.91,3.32
2024,5,3,16,0.76,0.63,0.38,14.95,10.1,72.65,0.26,3.78,259.2,98.98,3.37
2024,5,3,17,0.44,0.37,0.22,13.72,9.72,76.71,0.17,3.67,266.9,99.04,3.34
2024,5,3,18,0.18,0.16,0.09,12.6,9.42,80.86,0.09,3.19,271.1,99.11,3.04
2024,5,3,19,0.03,0.03,0.01,11.45,9.38,86.94,0.04,2.28,272.8,99.17,2.67
2024,5,3,20,0,0,0,10.52,9.22,91.55,0.04,1.57,271.5,99.23,2.32
2024,5,3,21,0,0,0,10.09,9.04,93.1,0.19,1.31,268.3,99.28,2.13
2024,5,3,22,0,0,0,9.73,8.84,94.1,0.61,1.24,265.8,99.31,2.08
2024,5,3,23,0,0,0,9.43,8.65,94.7,0.76,1.15,264.5,99.33,2
2024,5,4,0,0,0,0,9.14,8.47,95.49,0.48,0.97,262.9,99.34,1.81
2024,5,4,1,0,0,0,8.76,8.14,95.73,0.14,0.82,260.9,99.35,1.61
2024,5,4,2,0,0,0,8.34,7.78,96.19,0.02,0.78,261.1,99.35,1.45
2024,5,4,3,0,0,0,7.8,7.33,96.81,0,0.81,263.6,99.36,1.43
2024,5,4,4,0,0,0,7.26,6.96,97.84,0,0.85,261.2,99.39,1.48
2024,5,4,5,0.16,0.13,0.07,7.88,7.22,95.43,0,0.73,254.8,99.4,1.37
2024,5,4,6,0.54,0.38,0.24,10.25,8.01,85.9,0,1.17,239,99.42,1.03
2024,5,4,7,1,0.6,0.46,12.27,7.54,72.81,0,0.64,236.6,99.44,0.36
2024,5,4,8,1.54,0.67,0.71,14.01,7.04,62.72,0.01,0.06,251.5,99.46,0.04
2024,5,4,9,1.91,1.14,0.88,15.19,7.12,58.38,0.09,0.26,142.7,99.44,0.2
2024,5,4,10,2.33,1.4,1.07,15.9,7.52,57.35,0.34,0.67,147.3,99.43,0.49
2024,5,4,11,2.32,1.71,1.09,16.19,7.97,58.1,0.72,1.01,155.5,99.41,0.74
2024,5,4,12,1.89,1.52,0.88,16.11,8.37,60.03,1.2,1.24,166,99.39,0.89
2024,5,4,13,1.46,1.17,0.7,15.92,8.75,62.32,1.47,1.29,176.9,99.37,0.94
2024,5,4,14,1.13,0.95,0.56,15.61,9.02,64.7,1.63,1.24,185.1,99.32,0.9
2024,5,4,15,1.02,0.85,0.49,15.26,9.2,67.05,0.86,1.02,186.8,99.26,0.74
2024,5,4,16,0.76,0.63,0.37,15.37,9.39,67.35,0.19,0.78,182.2,99.21,0.6
2024,5,4,17,0.48,0.41,0.23,15.38,9.62,68.44,0.18,0.72,174.4,99.15,0.61
2024,5,4,18,0.21,0.19,0.1,14.86,10.64,75.88,0.09,0.44,161.6,99.11,0.57
2024,5,4,19,0.03,0.03,0.01,14.05,9.47,73.92,0.75,0.35,123.2,99.06,0.49
2024,5,4,20,0,0,0,13.28,9.33,76.87,0.95,0.56,86.9,99.03,0.79
2024,5,4,21,0,0,0,12.44,9.75,83.47,2.35,0.77,87.8,98.98,1.31
2024,5,4,22,0,0,0,11.6,9.9,89.2,6.51,0.94,96.7,98.91,1.93
2024,5,4,23,0,0,0,11.27,9.93,91.33,7.06,1.23,112,98.83,2.46
2024,5,5,0,0,0,0,11.17,9.98,92.21,6.22,1.68,128.2,98.74,2.95
2024,5,5,1,0,0,0,11.19,9.98,92.11,5.25,2.54,145.1,98.64,3.62
2024,5,5,2,0,0,0,11.45,10.16,91.63,1.53,3.4,167.3,98.57,4.2
2024,5,5,3,0,0,0,11.28,10.15,92.63,1.09,3.61,186.5,98.53,4.26
2024,5,5,4,0,0,0,10.6,9.96,95.69,1.01,2.74,200.1,98.52,3.78
2024,5,5,5,0.11,0.1,0.05,10.85,10.19,95.45,1.4,2.7,213,98.53,3.5
2024,5,5,6,0.38,0.32,0.18,11.95,10.84,92.8,1.14,3.12,221.6,98.56,3.04
2024,5,5,7,0.72,0.61,0.34,12.87,10.72,86.74,0.62,3.77,234.6,98.58,3.42
2024,5,5,8,1.15,0.93,0.54,13.75,9.88,77.41,1.5,4.17,238.9,98.58,3.67
2024,5,5,9,1.32,0.87,0.62,14.86,9.27,69.07,1.2,4.61,241,98.59,3.96
2024,5,5,10,1.91,1.29,0.89,15.6,8.83,63.92,0.37,4.97,241.9,98.6,4.23
2024,5,5,11,1.77,1,0.8,15.99,8.71,61.82,0.53,5.15,243.7,98.59,4.38
2024,5,5,12,1.74,0.66,0.8,16.21,8.85,61.56,0.74,5.2,247.6,98.6,4.42
2024,5,5,13,1.72,1.19,0.82,16.32,9.02,61.89,1.05,5.08,252.1,98.6,4.33
2024,5,5,14,1.44,0.92,0.7,16.27,9.2,62.85,1.46,4.83,256.6,98.6,4.13
